seed,label,aggregation,threshold,cal_precision,cal_recall,cal_f1,cal_tp,cal_fp,cal_fn,cal_tn,cal_support,cal_predicted_positive,cal_hamming_errors
2,Jay_Shetty,p75,0.95,1.0,1.0,1.0,47,0,0,387,47,47,0
2,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,21,0,0,413,21,21,0
2,other_speaker_present,top2mean,0.79,0.9727272727272728,0.9145299145299145,0.9427312775330396,214,6,20,194,234,220,26
2,music_present,p90,0.69,0.9602272727272727,0.9548022598870056,0.9575070821529744,169,7,8,250,177,176,15
2,audience_reaction_present,mean,0.37,0.7,0.5384615384615384,0.608695652173913,7,3,6,418,13,10,9
2,silence_present,p75,0.47,1.0,0.4,0.5714285714285715,2,0,3,429,5,2,3
3,Brene_Brown,p90,0.49,0.9736842105263158,1.0,0.9866666666666666,37,1,0,396,37,38,1
3,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
3,Eric_Thomas,p75,0.4,0.925,0.9736842105263158,0.9487179487179489,37,3,1,393,38,40,4
3,Gary_Vee,mean,0.47,1.0,1.0,1.0,32,0,0,402,32,32,0
3,Jay_Shetty,top3mean,0.9,0.98,1.0,0.98989898989899,49,1,0,384,49,50,1
3,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,24,0,0,410,24,24,0
3,other_speaker_present,top3mean,0.57,0.9388646288209607,0.9307359307359307,0.9347826086956522,215,14,16,189,231,229,30
3,music_present,mean,0.43,0.9940828402366864,0.9545454545454546,0.9739130434782608,168,1,8,257,176,169,9
3,audience_reaction_present,p90,0.64,0.7,0.4375,0.5384615384615384,7,3,9,415,16,10,12
3,silence_present,top3mean,0.5,1.0,0.25,0.4,1,0,3,430,4,1,3
4,Brene_Brown,mean,0.5,1.0,1.0,1.0,33,0,0,401,33,33,0
4,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,48,0,0,386,48,48,0
4,Eric_Thomas,top3mean,0.57,0.9666666666666667,0.8787878787878788,0.9206349206349207,29,1,4,400,33,30,5
4,Gary_Vee,mean,0.45,1.0,1.0,1.0,34,0,0,400,34,34,0
4,Jay_Shetty,mean,0.5,0.9807692307692307,1.0,0.9902912621359222,51,1,0,382,51,52,1
4,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,22,0,0,412,22,22,0
4,other_speaker_present,mean,0.41,0.9590909090909091,0.9336283185840708,0.946188340807175,211,9,15,199,226,220,24
4,music_present,p90,0.69,0.9766081871345029,0.9542857142857143,0.9653179190751444,167,4,8,255,175,171,12
4,audience_reaction_present,top2mean,0.63,0.6666666666666666,0.5333333333333333,0.5925925925925926,8,4,7,415,15,12,11
4,silence_present,p75,0.47,1.0,0.3,0.4615384615384615,3,0,7,424,10,3,7
5,Brene_Brown,top2mean,0.45,0.9523809523809523,1.0,0.975609756097561,40,2,0,392,40,42,2
5,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,45,0,0,389,45,45,0
5,Eric_Thomas,max,0.75,0.9459459459459459,0.9210526315789473,0.9333333333333332,35,2,3,394,38,37,5
5,Gary_Vee,mean,0.47,1.0,1.0,1.0,34,0,0,400,34,34,0
5,Jay_Shetty,mean,0.48,0.9736842105263158,1.0,0.9866666666666666,37,1,0,396,37,38,1
5,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,27,0,0,407,27,27,0
5,other_speaker_present,top2mean,0.82,0.9855769230769231,0.9070796460176991,0.9447004608294931,205,3,21,205,226,208,24
5,music_present,p90,0.79,0.9746835443037974,0.927710843373494,0.9506172839506173,154,4,12,264,166,158,16
5,audience_reaction_present,max,0.86,0.8571428571428571,0.42857142857142855,0.5714285714285714,6,1,8,419,14,7,9
5,silence_present,p75,0.47,1.0,0.3333333333333333,0.5,3,0,6,425,9,3,6
6,Brene_Brown,top2mean,0.45,0.96875,1.0,0.9841269841269841,31,1,0,402,31,32,1
6,Eckhart_Tolle,top2mean,0.5,1.0,1.0,1.0,42,0,0,392,42,42,0
6,Eric_Thomas,top3mean,0.43,1.0,0.9666666666666667,0.983050847457627,29,0,1,404,30,29,1
6,Gary_Vee,mean,0.5,1.0,1.0,1.0,26,0,0,408,26,26,0
6,Jay_Shetty,mean,0.48,0.9318181818181818,1.0,0.9647058823529412,41,3,0,390,41,44,3
6,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,18,0,0,416,18,18,0
6,other_speaker_present,top3mean,0.55,0.9538461538461539,0.9802371541501976,0.9668615984405458,248,12,5,169,253,260,17
6,music_present,mean,0.44,0.9802631578947368,0.9490445859872612,0.964401294498382,149,3,8,274,157,152,11
6,audience_reaction_present,p90,0.64,0.5714285714285714,0.4444444444444444,0.5,4,3,5,422,9,7,8
6,silence_present,p75,0.47,1.0,0.42857142857142855,0.6,3,0,4,427,7,3,4
7,Brene_Brown,mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
7,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,36,0,0,398,36,36,0
7,Eric_Thomas,mean,0.29,0.918918918918919,0.9444444444444444,0.9315068493150684,34,3,2,395,36,37,5
7,Gary_Vee,p75,0.87,1.0,1.0,1.0,34,0,0,400,34,34,0
7,Jay_Shetty,p75,0.95,0.9512195121951219,1.0,0.975,39,2,0,393,39,41,2
7,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,24,0,0,410,24,24,0
7,other_speaker_present,top2mean,0.81,0.9726027397260274,0.9424778761061947,0.9573033707865167,213,6,13,202,226,219,19
7,music_present,p75,0.48,0.9702380952380952,0.9261363636363636,0.9476744186046512,163,5,13,253,176,168,18
7,audience_reaction_present,p75,0.63,0.7142857142857143,0.5555555555555556,0.6250000000000001,5,2,4,423,9,7,6
7,silence_present,p75,0.47,1.0,0.2857142857142857,0.4444444444444445,2,0,5,427,7,2,5
8,Brene_Brown,mean,0.5,1.0,0.9743589743589743,0.9870129870129869,38,0,1,395,39,38,1
8,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,40,0,0,394,40,40,0
8,Eric_Thomas,top3mean,0.43,0.9393939393939394,0.96875,0.9538461538461539,31,2,1,400,32,33,3
8,Gary_Vee,p75,0.87,1.0,1.0,1.0,28,0,0,406,28,28,0
8,Jay_Shetty,p75,0.95,0.96,1.0,0.9795918367346939,48,2,0,384,48,50,2
8,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,27,0,0,407,27,27,0
8,other_speaker_present,mean,0.36,0.9525862068965517,0.9484978540772532,0.9505376344086022,221,11,12,190,233,232,23
8,music_present,mean,0.43,0.9878787878787879,0.9476744186046512,0.9673590504451038,163,2,9,260,172,165,11
8,audience_reaction_present,top3mean,0.43,0.5294117647058824,0.6923076923076923,0.5999999999999999,9,8,4,413,13,17,12
8,silence_present,p75,0.27,0.125,0.6666666666666666,0.21052631578947367,2,14,1,417,3,16,15
9,Brene_Brown,top2mean,0.5,0.9459459459459459,1.0,0.9722222222222222,35,2,0,397,35,37,2
9,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,42,0,0,392,42,42,0
9,Eric_Thomas,mean,0.33,0.9666666666666667,0.90625,0.9354838709677419,29,1,3,401,32,30,4
9,Gary_Vee,p75,0.87,1.0,1.0,1.0,38,0,0,396,38,38,0
9,Jay_Shetty,mean,0.48,0.9523809523809523,1.0,0.975609756097561,40,2,0,392,40,42,2
9,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,25,0,0,409,25,25,0
9,other_speaker_present,mean,0.41,0.9449152542372882,0.9409282700421941,0.9429175475687104,223,13,14,184,237,236,27
9,music_present,top3mean,0.58,0.99375,0.9298245614035088,0.9607250755287008,159,1,12,262,171,160,13
9,audience_reaction_present,p90,0.64,0.8,0.7058823529411765,0.7500000000000001,12,3,5,414,17,15,8
9,silence_present,p75,0.5,1.0,0.2857142857142857,0.4444444444444445,2,0,5,427,7,2,5
10,Brene_Brown,p75,0.57,1.0,0.96875,0.9841269841269841,31,0,1,402,32,31,1
10,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,46,0,0,388,46,46,0
10,Eric_Thomas,p75,0.4,0.9130434782608695,1.0,0.9545454545454545,42,4,0,388,42,46,4
10,Gary_Vee,mean,0.45,1.0,1.0,1.0,25,0,0,409,25,25,0
10,Jay_Shetty,mean,0.5,1.0,1.0,1.0,44,0,0,390,44,44,0
10,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,24,0,0,410,24,24,0
10,other_speaker_present,top3mean,0.61,0.9688888888888889,0.9519650655021834,0.960352422907489,218,7,11,198,229,225,18
10,music_present,mean,0.35,0.976878612716763,0.9548022598870056,0.9657142857142856,169,4,8,253,177,173,12
10,audience_reaction_present,top3mean,0.42,0.391304347826087,0.6923076923076923,0.5,9,14,4,407,13,23,18
10,silence_present,p75,0.27,0.18181818181818182,0.6666666666666666,0.28571428571428575,4,18,2,410,6,22,20
11,Brene_Brown,top2mean,0.5,0.9743589743589743,1.0,0.9870129870129869,38,1,0,395,38,39,1
11,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
11,Eric_Thomas,mean,0.33,0.9411764705882353,0.9411764705882353,0.9411764705882353,32,2,2,398,34,34,4
11,Gary_Vee,mean,0.45,1.0,1.0,1.0,39,0,0,395,39,39,0
11,Jay_Shetty,top3mean,0.9,0.9803921568627451,1.0,0.99009900990099,50,1,0,383,50,51,1
11,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,19,0,0,415,19,19,0
11,other_speaker_present,mean,0.39,0.9590909090909091,0.9547511312217195,0.9569160997732427,211,9,10,204,221,220,19
11,music_present,top3mean,0.66,0.9823529411764705,0.943502824858757,0.9625360230547549,167,3,10,254,177,170,13
11,audience_reaction_present,p75,0.64,0.7777777777777778,0.6363636363636364,0.7000000000000001,7,2,4,421,11,9,6
11,silence_present,max,0.5,0.2,0.4,0.26666666666666666,2,8,3,421,5,10,11
12,Brene_Brown,top2mean,0.66,1.0,1.0,1.0,39,0,0,395,39,39,0
12,Eckhart_Tolle,top2mean,0.5,1.0,1.0,1.0,40,0,0,394,40,40,0
12,Eric_Thomas,mean,0.29,0.9032258064516129,0.9655172413793104,0.9333333333333333,28,3,1,402,29,31,4
12,Gary_Vee,mean,0.5,1.0,1.0,1.0,34,0,0,400,34,34,0
12,Jay_Shetty,p75,0.95,0.9622641509433962,0.9807692307692307,0.9714285714285713,51,2,1,380,52,53,3
12,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,29,0,0,405,29,29,0
12,other_speaker_present,mean,0.41,0.9406392694063926,0.9321266968325792,0.9363636363636364,206,13,15,200,221,219,28
12,music_present,p75,0.65,0.9878048780487805,0.9152542372881356,0.9501466275659824,162,2,15,255,177,164,17
12,audience_reaction_present,max,0.84,0.7777777777777778,0.5,0.6086956521739131,7,2,7,418,14,9,9
12,silence_present,p75,0.47,1.0,0.375,0.5454545454545454,3,0,5,426,8,3,5
13,Brene_Brown,top2mean,0.66,0.9743589743589743,1.0,0.9870129870129869,38,1,0,395,38,39,1
13,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
13,Eric_Thomas,p75,0.41,0.967741935483871,0.967741935483871,0.967741935483871,30,1,1,402,31,31,2
13,Gary_Vee,mean,0.45,1.0,1.0,1.0,38,0,0,396,38,38,0
13,Jay_Shetty,mean,0.5,0.9795918367346939,1.0,0.9896907216494846,48,1,0,385,48,49,1
13,Nick_Vujicic,mean,0.5,1.0,1.0,1.0,22,0,0,412,22,22,0
13,other_speaker_present,top2mean,0.8,0.9856459330143541,0.9321266968325792,0.958139534883721,206,3,15,210,221,209,18
13,music_present,top3mean,0.66,0.9700598802395209,0.9473684210526315,0.9585798816568046,162,5,9,258,171,167,14
13,audience_reaction_present,p90,0.66,0.75,0.6,0.6666666666666665,9,3,6,416,15,12,9
13,silence_present,top3mean,0.5,1.0,0.4,0.5714285714285715,2,0,3,429,5,2,3
14,Brene_Brown,top3mean,0.38,1.0,1.0,1.0,43,0,0,391,43,43,0
14,Eckhart_Tolle,top3mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
14,Eric_Thomas,mean,0.33,0.9487179487179487,1.0,0.9736842105263158,37,2,0,395,37,39,2
14,Gary_Vee,p75,0.87,1.0,1.0,1.0,32,0,0,402,32,32,0
14,Jay_Shetty,top3mean,0.5,0.9811320754716981,1.0,0.9904761904761905,52,1,0,381,52,53,1
14,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,20,0,0,414,20,20,0
14,other_speaker_present,top3mean,0.72,0.9805825242718447,0.9140271493212669,0.9461358313817331,202,4,19,209,221,206,23
14,music_present,p90,0.69,0.9542857142857143,0.9542857142857143,0.9542857142857143,167,8,8,251,175,175,16
14,audience_reaction_present,p90,0.64,0.6666666666666666,0.625,0.6451612903225806,10,5,6,413,16,15,11
14,silence_present,max,0.51,0.4444444444444444,0.4444444444444444,0.4444444444444444,4,5,5,420,9,9,10
15,Brene_Brown,top3mean,0.38,0.975,1.0,0.9873417721518987,39,1,0,394,39,40,1
15,Eckhart_Tolle,top2mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
15,Eric_Thomas,mean,0.33,0.972972972972973,0.9473684210526315,0.9599999999999999,36,1,2,395,38,37,3
15,Gary_Vee,p75,0.87,1.0,1.0,1.0,32,0,0,402,32,32,0
15,Jay_Shetty,top3mean,0.5,1.0,1.0,1.0,49,0,0,385,49,49,0
15,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,26,0,0,408,26,26,0
15,other_speaker_present,top2mean,0.8,0.9855769230769231,0.9234234234234234,0.9534883720930234,205,3,17,209,222,208,20
15,music_present,p75,0.65,0.9879518072289156,0.9060773480662984,0.9452449567723342,164,2,17,251,181,166,19
15,audience_reaction_present,max,0.86,0.6363636363636364,0.4666666666666667,0.5384615384615385,7,4,8,415,15,11,12
15,silence_present,max,0.51,0.4,0.5,0.4444444444444445,4,6,4,420,8,10,10
16,Brene_Brown,top3mean,0.5,1.0,1.0,1.0,40,0,0,394,40,40,0
16,Eckhart_Tolle,top2mean,0.5,1.0,1.0,1.0,33,0,0,401,33,33,0
16,Eric_Thomas,top3mean,0.57,1.0,1.0,1.0,30,0,0,404,30,30,0
16,Gary_Vee,p75,0.87,1.0,1.0,1.0,42,0,0,392,42,42,0
16,Jay_Shetty,top3mean,0.9,0.9777777777777777,1.0,0.9887640449438202,44,1,0,389,44,45,1
16,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,21,0,0,413,21,21,0
16,other_speaker_present,mean,0.38,0.9451476793248945,0.9491525423728814,0.9471458773784355,224,13,12,185,236,237,25
16,music_present,p75,0.64,0.9759036144578314,0.9529411764705882,0.9642857142857143,162,4,8,260,170,166,12
16,audience_reaction_present,max,0.86,1.0,0.2857142857142857,0.4444444444444445,2,0,5,427,7,2,5
16,silence_present,top3mean,0.5,1.0,0.25,0.4,2,0,6,426,8,2,6
17,Brene_Brown,top3mean,0.5,1.0,0.975,0.9873417721518987,39,0,1,394,40,39,1
17,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
17,Eric_Thomas,mean,0.45,0.9655172413793104,0.9032258064516129,0.9333333333333333,28,1,3,402,31,29,4
17,Gary_Vee,mean,0.57,1.0,1.0,1.0,36,0,0,398,36,36,0
17,Jay_Shetty,p75,0.95,0.9591836734693877,1.0,0.9791666666666666,47,2,0,385,47,49,2
17,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,28,0,0,406,28,28,0
17,other_speaker_present,top2mean,0.82,0.9665071770334929,0.9181818181818182,0.9417249417249417,202,7,18,207,220,209,25
17,music_present,p75,0.64,0.9817073170731707,0.9415204678362573,0.9611940298507463,161,3,10,260,171,164,13
17,audience_reaction_present,top3mean,0.42,0.4375,0.5384615384615384,0.4827586206896552,7,9,6,412,13,16,15
17,silence_present,p75,0.27,0.35,0.7,0.4666666666666667,7,13,3,411,10,20,16
18,Brene_Brown,p90,0.49,1.0,1.0,1.0,41,0,0,393,41,41,0
18,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,47,0,0,387,47,47,0
18,Eric_Thomas,mean,0.33,0.967741935483871,1.0,0.9836065573770492,30,1,0,403,30,31,1
18,Gary_Vee,mean,0.57,1.0,1.0,1.0,31,0,0,403,31,31,0
18,Jay_Shetty,mean,0.48,0.9361702127659575,1.0,0.967032967032967,44,3,0,387,44,47,3
18,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,32,0,0,402,32,32,0
18,other_speaker_present,top2mean,0.79,0.9808612440191388,0.9276018099547512,0.9534883720930233,205,4,16,209,221,209,20
18,music_present,top3mean,0.43,0.9418604651162791,0.9642857142857143,0.9529411764705882,162,10,6,256,168,172,16
18,audience_reaction_present,p90,0.64,0.8,0.6153846153846154,0.6956521739130435,8,2,5,419,13,10,7
18,silence_present,p75,0.47,1.0,0.3333333333333333,0.5,2,0,4,428,6,2,4
19,Brene_Brown,p75,0.57,1.0,1.0,1.0,32,0,0,402,32,32,0
19,Eckhart_Tolle,top2mean,0.5,1.0,1.0,1.0,44,0,0,390,44,44,0
19,Eric_Thomas,top3mean,0.43,0.9230769230769231,0.972972972972973,0.9473684210526315,36,3,1,394,37,39,4
19,Gary_Vee,p75,0.87,1.0,1.0,1.0,38,0,0,396,38,38,0
19,Jay_Shetty,p75,0.95,0.9722222222222222,1.0,0.9859154929577464,35,1,0,398,35,36,1
19,Nick_Vujicic,top3mean,0.51,1.0,1.0,1.0,26,0,0,408,26,26,0
19,other_speaker_present,mean,0.37,0.9372384937238494,0.9613733905579399,0.9491525423728813,224,15,9,186,233,239,24
19,music_present,p75,0.65,0.9878048780487805,0.9418604651162791,0.9642857142857143,162,2,10,260,172,164,12
19,audience_reaction_present,p90,0.64,0.6153846153846154,0.47058823529411764,0.5333333333333333,8,5,9,412,17,13,14
19,silence_present,top3mean,0.5,1.0,0.25,0.4,1,0,3,430,4,1,3
