parent_clip_id,sample_id,source_file,source_path,Brene_Brown,Eckhart_Tolle,Eric_Thomas,Gary_Vee,Jay_Shetty,Nick_Vujicic,other_speaker_present,music_present,audience_reaction_present,silence_present,exit1_prob_Brene_Brown,exit1_prob_Eckhart_Tolle,exit1_prob_Eric_Thomas,exit1_prob_Gary_Vee,exit1_prob_Jay_Shetty,exit1_prob_Nick_Vujicic,exit1_prob_other_speaker_present,exit1_prob_music_present,exit1_prob_audience_reaction_present,exit1_prob_silence_present,exit2_prob_Brene_Brown,exit2_prob_Eckhart_Tolle,exit2_prob_Eric_Thomas,exit2_prob_Gary_Vee,exit2_prob_Jay_Shetty,exit2_prob_Nick_Vujicic,exit2_prob_other_speaker_present,exit2_prob_music_present,exit2_prob_audience_reaction_present,exit2_prob_silence_present,exit3_prob_Brene_Brown,exit3_prob_Eckhart_Tolle,exit3_prob_Eric_Thomas,exit3_prob_Gary_Vee,exit3_prob_Jay_Shetty,exit3_prob_Nick_Vujicic,exit3_prob_other_speaker_present,exit3_prob_music_present,exit3_prob_audience_reaction_present,exit3_prob_silence_present
Brene_Brown__Brene_Brown__0017,Brene_Brown__Brene_Brown__0017_seg0004,Brene_Brown__0017.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0017.wav,1,0,0,0,0,0,0,0,0,0,0.084004536,0.021471228,0.05908733,0.07955032,0.15040705,0.1221704,0.32485643,0.3391401,0.12286237,0.03490049,0.31402972,0.036017057,0.035958245,0.01859752,0.04104232,0.06832769,0.2780743,0.2068786,0.03664175,0.033429794,0.67845494,3.0946823e-05,0.00036279683,0.00074501906,0.010472203,0.0006535648,0.3180937,0.07433213,0.19899474,0.014279497
Brene_Brown__Brene_Brown__0021,Brene_Brown__Brene_Brown__0021_seg0000,Brene_Brown__0021.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0021.wav,1,0,0,0,0,0,0,0,0,0,0.114855155,0.020059573,0.10910415,0.13506307,0.195933,0.15915534,0.38861078,0.49905077,0.08334367,0.03167358,0.22479498,0.00025878343,0.20030071,0.0009469936,0.00714516,0.25185534,0.3692651,0.24999529,0.070618235,0.008248637,0.3509189,0.0001580091,0.0005467234,4.4300723e-06,0.00016150669,0.18624324,0.1457038,0.023907566,0.06480029,0.0062161265
Brene_Brown__Brene_Brown__0021,Brene_Brown__Brene_Brown__0021_seg0001,Brene_Brown__0021.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0021.wav,1,0,0,0,0,0,0,0,0,0,0.09703481,0.01903127,0.09096528,0.15818219,0.2141115,0.1502381,0.4205028,0.53733456,0.051904406,0.02551865,0.7795522,0.0002031746,0.02112087,0.009449344,0.0016367044,0.059574768,0.48146394,0.156133,0.05498425,0.010057875,0.9981937,0.006439399,4.0062012e-05,7.380563e-06,1.9231165e-05,0.0017682363,0.043002654,0.0031340611,0.02606477,0.038415253
Brene_Brown__Brene_Brown__0021,Brene_Brown__Brene_Brown__0021_seg0002,Brene_Brown__0021.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0021.wav,1,0,0,0,0,0,0,0,0,0,0.112874426,0.009639181,0.085312985,0.10548077,0.101829514,0.10521843,0.3358985,0.4235326,0.12518705,0.023041595,0.96804017,0.0007401758,0.06841944,0.00081928744,0.00029355552,0.054441717,0.34809044,0.017702313,0.17549822,0.013557263,0.9999392,0.00058879313,9.979652e-05,1.3137326e-06,6.8347417e-06,0.00043629133,0.040009126,0.0006025419,0.03928158,0.01958222
Brene_Brown__Brene_Brown__0021,Brene_Brown__Brene_Brown__0021_seg0003,Brene_Brown__0021.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0021.wav,1,0,0,0,0,0,0,0,0,0,0.10302019,0.010011193,0.07843481,0.10742703,0.15993223,0.12183572,0.34712675,0.47528455,0.102628104,0.024196524,0.50544953,0.001583771,0.079311624,0.0264238,0.014090807,0.046184413,0.39659047,0.2927709,0.04207602,0.011006982,0.5849677,0.0036929988,0.0011650827,2.5056415e-05,0.000388367,6.2818894e-05,0.8117852,0.0032958228,0.07394391,0.039479174
Brene_Brown__Brene_Brown__0021,Brene_Brown__Brene_Brown__0021_seg0004,Brene_Brown__0021.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0021.wav,1,0,0,0,0,0,0,0,0,0,0.10163326,0.037373744,0.06483289,0.13644055,0.10295749,0.08583323,0.3662226,0.38281202,0.09606188,0.031334393,0.7233822,0.0008920234,0.024859153,0.0028216022,0.0011980319,0.15159693,0.46633574,0.03453614,0.062875845,0.012935497,0.96248925,1.08261565e-05,4.3615668e-08,0.00036166416,0.0020106263,0.0018799531,0.22848631,0.0018507747,0.023906076,0.012947166
Brene_Brown__Brene_Brown__0028,Brene_Brown__Brene_Brown__0028_seg0000,Brene_Brown__0028.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0028.wav,1,0,0,0,0,0,0,0,0,0,0.17377724,0.05071418,0.09800646,0.0897355,0.1331389,0.18038182,0.33809882,0.4046486,0.056281675,0.05924612,0.781771,6.7605135e-05,0.113794126,0.017197497,0.00011261908,0.3033844,0.49093094,0.11621486,0.15220158,0.009723209,0.98534584,3.0140323e-05,0.00013716028,0.0007612293,0.00017100431,0.025471509,0.12349494,0.005524416,0.34629914,0.03830104
Brene_Brown__Brene_Brown__0028,Brene_Brown__Brene_Brown__0028_seg0001,Brene_Brown__0028.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0028.wav,1,0,0,0,0,0,0,0,0,0,0.13313931,0.097597726,0.051045932,0.08484983,0.11286772,0.10211521,0.3380977,0.21131992,0.115516976,0.06275448,0.9188924,0.0016916365,0.009273063,0.0006969071,0.00028775883,0.20648047,0.5391029,0.004936301,0.26667747,0.016380483,0.87806696,0.009419648,2.4448333e-05,0.00063547736,8.670842e-05,0.00240104,0.011277653,0.0013826591,0.04978689,0.036196884
Brene_Brown__Brene_Brown__0028,Brene_Brown__Brene_Brown__0028_seg0002,Brene_Brown__0028.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0028.wav,1,0,0,0,0,0,0,0,0,0,0.10302824,0.043348175,0.062448364,0.11267894,0.18106897,0.11755202,0.36432216,0.390298,0.06339792,0.030695355,0.13245782,0.0011699275,0.19879197,0.014569435,0.0041824584,0.12118542,0.46121603,0.49386412,0.019824056,0.011979969,0.88692045,0.0007812303,0.00014109335,7.6613935e-05,1.2512813e-05,0.00026470283,0.6748311,0.009692256,0.016844274,0.012221929
Brene_Brown__Brene_Brown__0028,Brene_Brown__Brene_Brown__0028_seg0003,Brene_Brown__0028.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0028.wav,1,0,0,0,0,0,0,0,0,0,0.109329894,0.12842306,0.036040902,0.10920317,0.09249986,0.08964253,0.37334672,0.21927461,0.07531185,0.03730878,0.8733243,0.0056699403,0.0035129352,0.0063660857,8.833493e-05,0.15034252,0.6287863,0.011159326,0.05038489,0.017774329,0.8232093,0.00038167398,7.416321e-06,5.135624e-05,1.3489781e-06,0.025865275,0.031647943,0.0032349573,0.0046257735,0.009225561
Brene_Brown__Brene_Brown__0028,Brene_Brown__Brene_Brown__0028_seg0004,Brene_Brown__0028.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0028.wav,1,0,0,0,0,0,0,0,0,0,0.10343181,0.018562175,0.08861374,0.12977627,0.17497714,0.114034206,0.34788442,0.47606263,0.09890336,0.032508112,0.67108554,0.0025244313,0.06736228,0.0012165271,0.0015549866,0.40006363,0.3645501,0.0541664,0.08211162,0.014506013,0.87254715,0.0007106758,0.00051599066,1.8819968e-05,1.3094787e-05,0.0022974035,0.06057576,0.0038269497,0.0152283935,0.006591098
Brene_Brown__Brene_Brown__0034,Brene_Brown__Brene_Brown__0034_seg0000,Brene_Brown__0034.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0034.wav,1,0,0,0,0,0,0,0,0,0,0.13576129,0.043001525,0.050717864,0.09149206,0.062350377,0.10232381,0.33653653,0.25112334,0.14409865,0.03377839,0.7643578,0.014328509,0.005752998,0.007760404,0.011212981,0.21033607,0.25627077,0.035329755,0.055551328,0.029944504,0.9179363,0.00057242136,6.593532e-06,6.568181e-05,4.182462e-05,0.1305522,0.5163797,0.000342084,0.10102096,0.032291044
Brene_Brown__Brene_Brown__0034,Brene_Brown__Brene_Brown__0034_seg0001,Brene_Brown__0034.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0034.wav,1,0,0,0,0,0,0,0,0,0,0.14428005,0.011677839,0.068606704,0.044608872,0.02056723,0.056708083,0.17024924,0.17359737,0.5190566,0.09364506,0.27068692,0.017792169,0.058422096,0.004944264,1.3794379e-05,0.009842163,0.322758,0.04109243,0.5827424,0.06621935,0.68563133,0.0070786336,0.00054451526,0.0045768656,0.0006440943,0.045831624,0.22412074,0.0018235287,0.21138889,0.1880476
Brene_Brown__Brene_Brown__0034,Brene_Brown__Brene_Brown__0034_seg0002,Brene_Brown__0034.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0034.wav,1,0,0,0,0,0,0,0,0,0,0.10596872,0.35178992,0.03842115,0.109726176,0.12600157,0.07169084,0.3060749,0.17831555,0.10945551,0.09107679,0.77845395,0.0048891907,0.028105661,4.6316756e-05,0.00019573348,0.76180804,0.5320613,0.012489611,0.08552422,0.038695574,0.9978816,2.525693e-05,8.568403e-05,5.749138e-06,1.6865655e-05,0.0007023327,0.4688945,0.0030679945,0.013356694,0.024910243
Brene_Brown__Brene_Brown__0034,Brene_Brown__Brene_Brown__0034_seg0003,Brene_Brown__0034.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0034.wav,1,0,0,0,0,0,0,0,0,0,0.10439441,0.0001887611,0.1143397,0.100189954,0.0036358552,0.0255062,0.091970325,0.44658962,0.8558249,0.03710948,0.17775749,0.0024623324,0.17392598,0.000165706,0.00018439963,0.014423687,0.33563718,0.031400263,0.48397863,0.052276913,0.9373755,0.0035632707,0.009119482,0.010250267,0.00032057933,0.002870689,0.30420667,0.013577545,0.07331979,0.14490065
Brene_Brown__Brene_Brown__0034,Brene_Brown__Brene_Brown__0034_seg0004,Brene_Brown__0034.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0034.wav,1,0,0,0,0,0,0,0,0,0,0.13519554,0.0616853,0.036983643,0.041576184,0.119298056,0.15939751,0.40514576,0.13817501,0.11008363,0.052320346,0.51436144,0.00020540762,0.05011178,0.01136458,0.00040484624,0.047484986,0.6911121,0.07003837,0.046241865,0.009641157,0.9552109,0.000696838,0.0020000022,0.00028905255,6.517273e-07,0.00072420813,0.1146256,0.030983388,0.013818622,0.012667442
Brene_Brown__Brene_Brown__0040,Brene_Brown__Brene_Brown__0040_seg0000,Brene_Brown__0040.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0040.wav,1,0,0,0,0,0,0,0,0,0,0.15570162,0.037728023,0.07048795,0.08476991,0.07793779,0.10396022,0.35659957,0.24275006,0.19789943,0.045026634,0.8853475,0.00043683092,0.009393575,0.011728882,0.0049119713,0.037109625,0.48272434,0.031183222,0.16611736,0.012680868,0.99989617,5.1477447e-05,0.00034092594,4.8944195e-05,3.1400443e-05,0.00013680017,0.21625583,0.0011869599,0.045505986,0.04435407
Brene_Brown__Brene_Brown__0040,Brene_Brown__Brene_Brown__0040_seg0001,Brene_Brown__0040.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0040.wav,1,0,0,0,0,0,0,0,0,0,0.11518528,0.1766222,0.04208562,0.06389361,0.14519747,0.108234994,0.3173538,0.1701849,0.12574129,0.08630197,0.50794244,0.005397405,0.03103448,0.012267715,0.00063584174,0.09446124,0.49380004,0.073362246,0.13729168,0.020609071,0.50355804,0.00063127594,8.4220614e-05,1.1018666e-05,3.8399634e-05,0.025939628,0.42614508,0.0007574535,0.119027466,0.04124983
Brene_Brown__Brene_Brown__0040,Brene_Brown__Brene_Brown__0040_seg0002,Brene_Brown__0040.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0040.wav,1,0,0,0,0,0,0,0,0,0,0.13086905,0.07696633,0.06639945,0.08493186,0.11792329,0.10426027,0.26559284,0.34129634,0.07264331,0.06287234,0.9387814,0.0009656684,0.023328265,0.008552712,0.00033901952,0.0523294,0.41208217,0.030242529,0.24724367,0.01951866,0.998252,0.00039350227,5.3829677e-05,0.0002854118,6.67465e-05,0.00011699965,0.101862974,0.0014095916,0.20079584,0.09261457
Brene_Brown__Brene_Brown__0040,Brene_Brown__Brene_Brown__0040_seg0003,Brene_Brown__0040.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0040.wav,1,0,0,0,0,0,0,0,0,0,0.12555665,0.07116774,0.06333891,0.13945627,0.08715857,0.08210546,0.34513783,0.35306922,0.071551815,0.034234248,0.7738514,0.0006741805,0.013860043,0.01102764,0.0027336928,0.13897216,0.34749693,0.07411784,0.061119717,0.0086642895,0.99684405,6.099978e-05,0.0010030752,7.1402474e-07,7.106513e-05,0.00024386376,0.15469743,0.009905698,0.0361242,0.016598128
Brene_Brown__Brene_Brown__0040,Brene_Brown__Brene_Brown__0040_seg0004,Brene_Brown__0040.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0040.wav,1,0,0,0,0,0,0,0,0,0,0.12360487,0.15488492,0.059174377,0.11504987,0.15760387,0.12273326,0.36726817,0.30146506,0.06827733,0.06043465,0.9015372,0.004330022,0.041773748,0.0026416061,0.00045641747,0.013905151,0.34926218,0.017580235,0.19618154,0.017715162,0.96965975,0.010383369,0.0050695906,0.00023007723,6.914779e-06,0.00370611,0.026073167,0.015533985,0.039515443,0.024083782
Brene_Brown__Brene_Brown__0045,Brene_Brown__Brene_Brown__0045_seg0000,Brene_Brown__0045.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0045.wav,1,0,0,0,0,0,0,0,0,0,0.1235527,0.03623764,0.06639805,0.08305127,0.07853403,0.097995795,0.30206552,0.26586813,0.1561296,0.05314506,0.7798784,0.0009937017,0.0008131206,0.025816025,0.056869734,0.065899536,0.33536112,0.03666017,0.1042674,0.023501009,0.9721172,3.313782e-05,2.6726852e-06,0.00080038025,0.0029078173,0.0006663434,0.019504786,0.0021651243,0.11433826,0.021252595
Brene_Brown__Brene_Brown__0045,Brene_Brown__Brene_Brown__0045_seg0001,Brene_Brown__0045.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0045.wav,1,0,0,0,0,0,0,0,0,0,0.13289043,0.038098965,0.061951734,0.052951373,0.032751344,0.05673944,0.20354418,0.1639775,0.387145,0.09749921,0.49243277,0.0018034575,0.06252661,0.023612037,0.00017547447,0.0055615376,0.40245083,0.08246991,0.6022565,0.040824063,0.28553775,0.0007396148,0.001617707,0.014477567,0.00138152,0.0033229522,0.70776063,0.0037072827,0.35413232,0.08477328
Brene_Brown__Brene_Brown__0045,Brene_Brown__Brene_Brown__0045_seg0002,Brene_Brown__0045.wav,human_talk_dataset\Brene_Brown\Brene_Brown__0045.wav,1,0,0,0,0,0,0,0,0,0,0.13526735,0.045430355,0.11673283,0.14865656,0.15397179,0.10557592,0.38841283,0.43986407,0.05939984,0.04709236,0.4447671,0.0003524937,0.10421497,0.049342263,5.642686e-05,0.093185216,0.4568874,0.4161545,0.1266387,0.016516864,0.88637024,0.001338481,5.7580994e-05,0.0007518861,0.000107346495,0.000504705,0.53756356,0.008305458,0.06813482,0.041181356
