seed,label,aggregation,threshold,cal_precision,cal_recall,cal_f1,cal_tp,cal_fp,cal_fn,cal_tn,cal_support,cal_predicted_positive,cal_hamming_errors
10,Eric_Thomas,top3mean,0.63,0.9302325581395349,0.9523809523809523,0.9411764705882352,40,3,2,389,42,43,5
10,Gary_Vee,top3mean,0.5,1.0,1.0,1.0,25,0,0,409,25,25,0
10,Jay_Shetty,mean,0.5,0.9777777777777777,1.0,0.9887640449438202,44,1,0,389,44,45,1
10,Nick_Vujicic,top2mean,0.72,1.0,0.9583333333333334,0.9787234042553191,23,0,1,410,24,23,1
10,other_speaker_present,mean,0.41,0.9779735682819384,0.9694323144104804,0.9736842105263158,222,5,7,200,229,227,12
10,music_present,p75,0.37,0.9829545454545454,0.9774011299435028,0.9801699716713881,173,3,4,254,177,176,7
10,audience_reaction_present,max,0.62,0.3157894736842105,0.46153846153846156,0.37499999999999994,6,13,7,408,13,19,20
10,silence_present,top3mean,0.33,0.3,0.5,0.37499999999999994,3,7,3,421,6,10,10
11,Brene_Brown,p75,0.5,1.0,1.0,1.0,38,0,0,396,38,38,0
11,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
11,Eric_Thomas,mean,0.5,0.9117647058823529,0.9117647058823529,0.9117647058823528,31,3,3,397,34,34,6
11,Gary_Vee,top3mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
11,Jay_Shetty,top3mean,0.94,0.98,0.98,0.98,49,1,1,383,50,50,2
11,Nick_Vujicic,p75,0.39,0.95,1.0,0.9743589743589743,19,1,0,414,19,20,1
11,other_speaker_present,mean,0.35,0.9434782608695652,0.9819004524886877,0.9623059866962306,217,13,4,200,221,230,17
11,music_present,top3mean,0.55,0.9715909090909091,0.9661016949152542,0.9688385269121812,171,5,6,252,177,176,11
11,audience_reaction_present,mean,0.43,0.8333333333333334,0.45454545454545453,0.5882352941176471,5,1,6,422,11,6,7
11,silence_present,top3mean,0.33,0.2727272727272727,0.6,0.37499999999999994,3,8,2,421,5,11,10
12,Brene_Brown,top3mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
12,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,40,0,0,394,40,40,0
12,Eric_Thomas,mean,0.54,0.9615384615384616,0.8620689655172413,0.9090909090909091,25,1,4,404,29,26,5
12,Gary_Vee,top3mean,0.54,1.0,1.0,1.0,34,0,0,400,34,34,0
12,Jay_Shetty,p75,0.95,0.9615384615384616,0.9615384615384616,0.9615384615384616,50,2,2,380,52,52,4
12,Nick_Vujicic,top3mean,0.5,1.0,1.0,1.0,29,0,0,405,29,29,0
12,other_speaker_present,mean,0.39,0.958904109589041,0.9502262443438914,0.9545454545454545,210,9,11,204,221,219,20
12,music_present,top3mean,0.38,0.96,0.9491525423728814,0.9545454545454545,168,7,9,250,177,175,16
12,audience_reaction_present,top3mean,0.38,0.4444444444444444,0.5714285714285714,0.5,8,10,6,410,14,18,16
12,silence_present,p75,0.39,0.8,0.5,0.6153846153846154,4,1,4,425,8,5,5
13,Brene_Brown,top3mean,0.52,1.0,1.0,1.0,38,0,0,396,38,38,0
13,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
13,Eric_Thomas,top3mean,0.63,0.9333333333333333,0.9032258064516129,0.9180327868852459,28,2,3,401,31,30,5
13,Gary_Vee,top3mean,0.5,1.0,1.0,1.0,38,0,0,396,38,38,0
13,Jay_Shetty,mean,0.5,0.9795918367346939,1.0,0.9896907216494846,48,1,0,385,48,49,1
13,Nick_Vujicic,mean,0.5,1.0,1.0,1.0,22,0,0,412,22,22,0
13,other_speaker_present,p90,0.66,0.9424778761061947,0.9638009049773756,0.953020134228188,213,13,8,200,221,226,21
13,music_present,top2mean,0.65,0.9759036144578314,0.9473684210526315,0.9614243323442137,162,4,9,259,171,166,13
13,audience_reaction_present,p90,0.6,0.7777777777777778,0.4666666666666667,0.5833333333333334,7,2,8,417,15,9,10
13,silence_present,top3mean,0.5,1.0,0.4,0.5714285714285715,2,0,3,429,5,2,3
14,Brene_Brown,p75,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
14,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
14,Eric_Thomas,mean,0.47,0.9722222222222222,0.9459459459459459,0.9589041095890412,35,1,2,396,37,36,3
14,Gary_Vee,top3mean,0.51,1.0,1.0,1.0,32,0,0,402,32,32,0
14,Jay_Shetty,top3mean,0.55,0.9811320754716981,1.0,0.9904761904761905,52,1,0,381,52,53,1
14,Nick_Vujicic,p75,0.39,0.9523809523809523,1.0,0.975609756097561,20,1,0,413,20,21,1
14,other_speaker_present,mean,0.38,0.9727272727272728,0.9683257918552036,0.9705215419501134,214,6,7,207,221,220,13
14,music_present,top3mean,0.47,0.9767441860465116,0.96,0.9682997118155618,168,4,7,255,175,172,11
14,audience_reaction_present,p90,0.6,0.6666666666666666,0.375,0.4800000000000001,6,3,10,415,16,9,13
14,silence_present,p75,0.35,0.8,0.4444444444444444,0.5714285714285714,4,1,5,424,9,5,6
15,Brene_Brown,p75,0.5,1.0,1.0,1.0,39,0,0,395,39,39,0
15,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
15,Eric_Thomas,mean,0.5,0.9722222222222222,0.9210526315789473,0.9459459459459458,35,1,3,395,38,36,4
15,Gary_Vee,top3mean,0.54,1.0,1.0,1.0,32,0,0,402,32,32,0
15,Jay_Shetty,top3mean,0.55,1.0,1.0,1.0,49,0,0,385,49,49,0
15,Nick_Vujicic,p75,0.39,0.9285714285714286,1.0,0.962962962962963,26,2,0,406,26,28,2
15,other_speaker_present,mean,0.38,0.9466666666666667,0.9594594594594594,0.9530201342281879,213,12,9,200,222,225,21
15,music_present,p75,0.48,0.9771428571428571,0.9447513812154696,0.9606741573033707,171,4,10,249,181,175,14
15,audience_reaction_present,mean,0.31,0.5384615384615384,0.4666666666666667,0.5,7,6,8,413,15,13,14
15,silence_present,p75,0.35,0.6666666666666666,0.5,0.5714285714285715,4,2,4,424,8,6,6
16,Brene_Brown,top3mean,0.5,1.0,1.0,1.0,40,0,0,394,40,40,0
16,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,33,0,0,401,33,33,0
16,Eric_Thomas,mean,0.47,0.9666666666666667,0.9666666666666667,0.9666666666666667,29,1,1,403,30,30,2
16,Gary_Vee,top3mean,0.54,1.0,1.0,1.0,42,0,0,392,42,42,0
16,Jay_Shetty,p75,0.95,0.9777777777777777,1.0,0.9887640449438202,44,1,0,389,44,45,1
16,Nick_Vujicic,p75,0.39,0.9130434782608695,1.0,0.9545454545454545,21,2,0,411,21,23,2
16,other_speaker_present,mean,0.37,0.9621848739495799,0.9703389830508474,0.9662447257383966,229,9,7,189,236,238,16
16,music_present,p75,0.49,0.9704142011834319,0.9647058823529412,0.967551622418879,164,5,6,259,170,169,11
16,audience_reaction_present,max,0.85,1.0,0.2857142857142857,0.4444444444444445,2,0,5,427,7,2,5
16,silence_present,top3mean,0.5,1.0,0.25,0.4,2,0,6,426,8,2,6
17,Brene_Brown,p75,0.5,0.975609756097561,1.0,0.9876543209876543,40,1,0,393,40,41,1
17,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,43,0,0,391,43,43,0
17,Eric_Thomas,mean,0.47,0.9032258064516129,0.9032258064516129,0.9032258064516129,28,3,3,400,31,31,6
17,Gary_Vee,mean,0.5,1.0,1.0,1.0,36,0,0,398,36,36,0
17,Jay_Shetty,top3mean,0.85,0.9591836734693877,1.0,0.9791666666666666,47,2,0,385,47,49,2
17,Nick_Vujicic,p75,0.39,0.9333333333333333,1.0,0.9655172413793104,28,2,0,404,28,30,2
17,other_speaker_present,mean,0.36,0.935064935064935,0.9818181818181818,0.9578713968957872,216,15,4,199,220,231,19
17,music_present,mean,0.29,0.9707602339181286,0.9707602339181286,0.9707602339181286,166,5,5,258,171,171,10
17,audience_reaction_present,mean,0.29,0.6,0.46153846153846156,0.5217391304347826,6,4,7,417,13,10,11
17,silence_present,p75,0.35,0.7142857142857143,0.5,0.588235294117647,5,2,5,422,10,7,7
18,Brene_Brown,p75,0.5,1.0,1.0,1.0,41,0,0,393,41,41,0
18,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,47,0,0,387,47,47,0
18,Eric_Thomas,mean,0.5,0.967741935483871,1.0,0.9836065573770492,30,1,0,403,30,31,1
18,Gary_Vee,mean,0.5,1.0,1.0,1.0,31,0,0,403,31,31,0
18,Jay_Shetty,top3mean,0.55,0.9166666666666666,1.0,0.9565217391304348,44,4,0,386,44,48,4
18,Nick_Vujicic,p75,0.62,1.0,0.96875,0.9841269841269841,31,0,1,402,32,31,1
18,other_speaker_present,mean,0.38,0.9592760180995475,0.9592760180995475,0.9592760180995475,212,9,9,204,221,221,18
18,music_present,mean,0.29,0.9642857142857143,0.9642857142857143,0.9642857142857143,162,6,6,260,168,168,12
18,audience_reaction_present,max,0.61,0.42105263157894735,0.6153846153846154,0.5,8,11,5,410,13,19,16
18,silence_present,p75,0.39,0.5,0.5,0.5,3,3,3,425,6,6,6
19,Brene_Brown,top3mean,0.52,1.0,1.0,1.0,32,0,0,402,32,32,0
19,Eckhart_Tolle,mean,0.5,1.0,1.0,1.0,44,0,0,390,44,44,0
19,Eric_Thomas,mean,0.5,0.9459459459459459,0.9459459459459459,0.9459459459459459,35,2,2,395,37,37,4
19,Gary_Vee,top3mean,0.51,1.0,1.0,1.0,38,0,0,396,38,38,0
19,Jay_Shetty,p75,0.95,0.9722222222222222,1.0,0.9859154929577464,35,1,0,398,35,36,1
19,Nick_Vujicic,p75,0.62,1.0,0.9615384615384616,0.9803921568627451,25,0,1,408,26,25,1
19,other_speaker_present,top3mean,0.51,0.9583333333333334,0.9871244635193133,0.9725158562367865,230,10,3,191,233,240,13
19,music_present,p75,0.48,0.9825581395348837,0.9825581395348837,0.9825581395348837,169,3,3,259,172,172,6
19,audience_reaction_present,p90,0.6,0.7,0.4117647058823529,0.5185185185185185,7,3,10,414,17,10,13
19,silence_present,top3mean,0.5,1.0,0.25,0.4,1,0,3,430,4,1,3
